date,psr,m2,ccpi,dspic,ir,ffer
1981-01-01,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-02,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-03,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-04,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-05,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-06,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-07,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-08,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-09,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-10,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-11,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-12,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-13,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-14,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-15,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-16,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-17,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-18,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-19,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-20,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-21,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-22,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-23,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-24,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-25,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-26,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-27,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-28,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-29,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-30,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-01-31,10.9,1612.9,85.4,4980.4,12.56857143,19.08451613
1981-02-01,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-02,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-03,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-04,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-05,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-06,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-07,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-08,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-09,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-10,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-11,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-12,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-13,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-14,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-15,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-16,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-17,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-18,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-19,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-20,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-21,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-22,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-23,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-24,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-25,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-26,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-27,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-02-28,10.8,1608.125,85.9,4965.0,13.19444444,15.93428571
1981-03-01,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-02,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-03,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-04,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-05,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-06,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-07,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-08,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-09,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-10,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-11,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-12,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-13,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-14,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-15,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-16,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-17,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-18,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-19,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-20,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-21,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-22,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-23,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-24,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-25,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-26,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-27,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-28,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-29,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-30,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-03-31,10.8,1629.4,86.4,4979.0,13.11590909,14.70387097
1981-04-01,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-02,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-03,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-04,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-05,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-06,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-07,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-08,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-09,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-10,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-11,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-12,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-13,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-14,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-15,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-16,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-17,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-18,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-19,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-20,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-21,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-22,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-23,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-24,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-25,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-26,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-27,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-28,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-29,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-04-30,10.9,1665.575,87.0,4965.1,13.67952381,15.719000000000001
1981-05-01,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-02,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-03,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-04,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-05,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-06,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-07,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-08,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-09,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-10,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-11,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-12,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-13,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-14,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-15,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-16,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-17,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-18,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-19,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-20,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-21,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-22,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-23,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-24,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-25,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-26,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-27,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-28,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-29,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-30,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-05-31,11.0,1655.15,87.8,4974.8,14.0995,18.51774194
1981-06-01,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-02,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-03,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-04,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-05,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-06,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-07,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-08,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-09,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-10,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-11,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-12,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-13,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-14,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-15,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-16,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-17,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-18,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-19,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-20,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-21,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-22,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-23,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-24,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-25,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-26,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-27,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-28,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-29,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-06-30,10.8,1664.5,88.6,5001.9,13.47227273,19.09966667
1981-07-01,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-02,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-03,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-04,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-05,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-06,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-07,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-08,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-09,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-10,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-11,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-12,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-13,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-14,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-15,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-16,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-17,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-18,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-19,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-20,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-21,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-22,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-23,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-24,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-25,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-26,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-27,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-28,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-29,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-30,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-07-31,12.3,1685.225,89.8,5080.8,14.28090909,19.03580645
1981-08-01,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-02,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-03,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-04,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-05,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-06,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-07,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-08,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-09,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-10,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-11,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-12,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-13,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-14,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-15,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-16,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-17,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-18,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-19,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-20,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-21,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-22,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-23,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-24,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-25,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-26,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-27,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-28,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-29,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-30,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-08-31,12.0,1693.28,90.7,5095.9,14.93714286,17.81774194
1981-09-01,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-02,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-03,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-04,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-05,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-06,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-07,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-08,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-09,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-10,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-11,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-12,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-13,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-14,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-15,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-16,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-17,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-18,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-19,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-20,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-21,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-22,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-23,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-24,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-25,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-26,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-27,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-28,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-29,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-09-30,12.4,1706.15,91.8,5087.2,15.32380952,15.874
1981-10-01,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-02,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-03,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-04,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-05,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-06,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-07,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-08,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-09,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-10,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-11,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-12,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-13,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-14,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-15,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-16,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-17,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-18,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-19,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-20,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-21,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-22,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-23,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-24,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-25,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-26,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-27,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-28,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-29,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-30,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-10-31,13.0,1725.45,92.1,5093.8,15.14809524,15.08
1981-11-01,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-02,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-03,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-04,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-05,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-06,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-07,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-08,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-09,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-10,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-11,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-12,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-13,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-14,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-15,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-16,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-17,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-18,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-19,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-20,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-21,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-22,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-23,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-24,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-25,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-26,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-27,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-28,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-29,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-11-30,13.2,1738.54,92.5,5096.9,13.39277778,13.307
1981-12-01,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-02,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-03,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-04,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-05,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-06,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-07,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-08,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-09,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-10,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-11,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-12,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-13,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-14,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-15,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-16,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-17,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-18,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-19,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-20,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-21,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-22,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-23,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-24,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-25,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-26,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-27,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-28,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-29,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-30,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1981-12-31,12.5,1759.175,93.0,5090.2,13.72454545,12.36903226
1982-01-01,12.7,1775.325,93.3,5096.9,14.594000000000001,13.22064516
1982-01-02,12.7,1775.325,93.3,5096.9,14.594000000000001,13.22064516
1982-01-03,12.7,1775.325,93.3,5096.9,14.594000000000001,13.22064516
1982-01-04,12.7,1775.325,93.3,5096.9,14.594000000000001,13.22064516
1982-01-05,12.7,1775.325,93.3,5096.9,14.594000000000001,13.22064516
1982-01-06,12.7,1775.325,93.3,5096.9,14.594000000000001,13.22064516
1982-01-07,12.7,1775.325,93.3,5096.9,14.594000000000001,13.22064516
1982-01-08,12.7,1775.325,93.3,5096.9,14.594000000000001,13.22064516
1982-01-09,12.7,1775.325,93.3,5096.9,14.594000000000001,13.22064516
1982-01-10,12.7,1775.325,93.3,5096.9,14.594000000000001,13.22064516
1982-01-11,12.7,1775.325,93.3,5096.9,14.594000000000001,13.22064516
1982-01-12,12.7,1775.325,93.3,5096.9,14.594000000000001,13.22064516
1982-01-13,12.7,1775.325,93.3,5096.9,14.594000000000001,13.22064516
1982-01-14,12.7,1775.325,93.3,5096.9,14.594000000000001,13.22064516
1982-01-15,12.7,1775.325,93.3,5096.9,14.594000000000001,13.22064516
1982-01-16,12.7,1775.325,93.3,5096.9,14.594000000000001,13.22064516
